ChEMBL_ID,UniProt_Accession
CHEMBL462605,P31645
CHEMBL462605,P41143
CHEMBL462605,P29274
CHEMBL462605,P11229
CHEMBL4164059,Q9H3N8
CHEMBL4164059,P34969
CHEMBL4164059,P25021
CHEMBL4164059,P35414
CHEMBL4164059,P08588
CHEMBL4164059,P25090
CHEMBL4164059,P28223
CHEMBL4164059,P14416
CHEMBL4164059,P07550
CHEMBL4164059,P28221
CHEMBL4164059,P30536
CHEMBL4164059,P49238
CHEMBL4164059,P08912
CHEMBL4164059,Q01959
CHEMBL4164059,P50406
CHEMBL4164059,P49841
CHEMBL4164059,P35348
CHEMBL4164059,P35368
CHEMBL4164059,P18089
CHEMBL4164059,P41595
CHEMBL4164059,P47898
CHEMBL4164059,P35367
CHEMBL4164059,P00519
CHEMBL4164059,Q5NUL3
CHEMBL4164059,P21453
CHEMBL4164059,Q5T601
CHEMBL4164059,P30556
CHEMBL4164059,P21917
CHEMBL4164059,P21730
CHEMBL4164059,Q9Y5N1
CHEMBL4164059,P28335
CHEMBL4164059,P23975
CHEMBL4164059,P35462
CHEMBL4164059,P08908
CHEMBL4164059,O14965
CHEMBL4164059,P28222
CHEMBL4164059,P46098
CHEMBL4164059,P08913
CHEMBL4164059,P41145
CHEMBL4164059,P22607
CHEMBL4164059,P43220
CHEMBL4164059,P21728
CHEMBL4164059,Q9HC97
CHEMBL4164059,Q8TDV5
CHEMBL4164059,Q5BJF2
CHEMBL4164059,P28482
CHEMBL4164059,P13945
CHEMBL4164059,P55201
CHEMBL4164059,P08172
CHEMBL4164059,P0DTD1
CHEMBL4164059,P21918
CHEMBL4164059,P25100
CHEMBL4164059,P20309
CHEMBL4164059,P18825
CHEMBL4164059,O60885
CHEMBL4164059,P48730
CHEMBL4164059,P28566
CHEMBL4164059,P41143
CHEMBL4164059,P24941
CHEMBL4164059,O15164
CHEMBL4164059,P35372
CHEMBL4164059,P31645
CHEMBL4164059,Q99720
CHEMBL4164059,P08173
CHEMBL4164059,P11229
CHEMBL227875,P34969
CHEMBL227875,P10275
CHEMBL227875,P27815
CHEMBL227875,P21554
CHEMBL227875,Q9Y5N1
CHEMBL227875,P35462
CHEMBL227875,P08913
CHEMBL227875,Q92847
CHEMBL227875,Q99808
CHEMBL227875,P37288
CHEMBL227875,O43193
CHEMBL227875,P21397
CHEMBL227875,P22830
CHEMBL227875,P32245
CHEMBL227875,P29274
CHEMBL227875,P08684
CHEMBL227875,P20815
CHEMBL227875,Q9HB55
CHEMBL227875,P24462
CHEMBL227875,P11229
CHEMBL227875,P21731
CHEMBL227875,P30989
CHEMBL227875,P06401
CHEMBL227875,P46098
CHEMBL227875,P08908
CHEMBL227875,P49146
CHEMBL227875,P25101
CHEMBL227875,P24530
CHEMBL227875,P0DMS8
CHEMBL227875,P18825
CHEMBL227875,P41143
CHEMBL227875,Q14432
CHEMBL227875,P25929
CHEMBL227875,P25021
CHEMBL227875,P08588
CHEMBL227875,P47871
CHEMBL227875,P18089
CHEMBL227875,P62813
CHEMBL227875,P41968
CHEMBL227875,P30556
CHEMBL227875,Q9UBN7
CHEMBL227875,P23219
CHEMBL227875,P46663
CHEMBL227875,P13945
CHEMBL227875,P08172
CHEMBL227875,P0DTD1
CHEMBL227875,P25103
CHEMBL227875,P30411
CHEMBL227875,P20309
CHEMBL227875,P31645
CHEMBL227875,P35372
CHEMBL227875,Q08499
CHEMBL227875,P00734
CHEMBL227875,P30542
CHEMBL227875,P32239
CHEMBL227875,P28223
CHEMBL227875,P14416
CHEMBL227875,P07550
CHEMBL227875,P08397
CHEMBL227875,P22303
CHEMBL227875,P03372
CHEMBL227875,Q01959
CHEMBL227875,P50406
CHEMBL227875,P35348
CHEMBL227875,P9WP15
CHEMBL227875,P41595
CHEMBL227875,P35367
CHEMBL227875,P23975
CHEMBL227875,P28335
CHEMBL227875,P35439
CHEMBL227875,P41145
CHEMBL227875,P21728
CHEMBL227875,P22002
CHEMBL227875,Q02294
CHEMBL227875,P30518
CHEMBL227875,P32238
CHEMBL227875,Q12809
CHEMBL3301605,Q8RLA6
CHEMBL3301605,P0DTD1
CHEMBL3301605,Q9UBN7
CHEMBL3301605,Q93LQ9
CHEMBL3301605,Q4GY26
CHEMBL3301605,Q9L4P2
CHEMBL3301605,Q8RL90
CHEMBL1800159,P0DTD1
CHEMBL1800159,P08684
CHEMBL1800159,P30969
CHEMBL1800159,Q12809
CHEMBL1800159,P30968
CHEMBL3545185,P10275
CHEMBL3545185,P27815
CHEMBL3545185,P14867
CHEMBL3545185,P47870
CHEMBL3545185,P18507
CHEMBL3545185,P47869
CHEMBL3545185,P21554
CHEMBL3545185,P04626
CHEMBL3545185,Q9Y5N1
CHEMBL3545185,P35462
CHEMBL3545185,P08913
CHEMBL3545185,Q92847
CHEMBL3545185,Q99808
CHEMBL3545185,P37288
CHEMBL3545185,O43193
CHEMBL3545185,P21397
CHEMBL3545185,Q14524
CHEMBL3545185,P29274
CHEMBL3545185,P11229
CHEMBL3545185,P21731
CHEMBL3545185,P06401
CHEMBL3545185,O75469
CHEMBL3545185,P46098
CHEMBL3545185,P08908
CHEMBL3545185,P25101
CHEMBL3545185,P0DMS8
CHEMBL3545185,P18825
CHEMBL3545185,Q14432
CHEMBL3545185,P41143
CHEMBL3545185,P08588
CHEMBL3545185,P15207
CHEMBL3545185,O14980
CHEMBL3545185,P18089
CHEMBL3545185,P62813
CHEMBL3545185,Q63921
CHEMBL3545185,P41968
CHEMBL3545185,P00533
CHEMBL3545185,P30556
CHEMBL3545185,Q9UBN7
CHEMBL3545185,P23219
CHEMBL3545185,P08172
CHEMBL3545185,P0DTD1
CHEMBL3545185,P20309
CHEMBL3545185,P31645
CHEMBL3545185,P35372
CHEMBL3545185,O95342
CHEMBL3545185,Q08499
CHEMBL3545185,P00734
CHEMBL3545185,P30542
CHEMBL3545185,P35354
CHEMBL3545185,P28223
CHEMBL3545185,P04150
CHEMBL3545185,P14416
CHEMBL3545185,P07550
CHEMBL3545185,P22303
CHEMBL3545185,P03372
CHEMBL3545185,Q01959
CHEMBL3545185,P35348
CHEMBL3545185,P41595
CHEMBL3545185,P35367
CHEMBL3545185,P37231
CHEMBL3545185,P35968
CHEMBL3545185,P23975
CHEMBL3545185,P28335
CHEMBL3545185,P43681
CHEMBL3545185,P21728
CHEMBL3545185,P32238
CHEMBL3545185,Q12809
CHEMBL2336071,P0DTD1
CHEMBL2336071,Q9UBN7
CHEMBL2336071,Q9H228
CHEMBL2336071,Q12809
CHEMBL2336071,Q99500
CHEMBL2336071,O95977
CHEMBL2336071,P21453
CHEMBL3039507,P0DTD1
CHEMBL3039507,Q9UBN7
CHEMBL3039507,P13866
CHEMBL3039507,P31639
CHEMBL3304485,P0DTD1
CHEMBL3304485,P26433
CHEMBL3304485,Q12809
CHEMBL3304485,P48764
CHEMBL3301627,O95436
CHEMBL3301627,P26433
CHEMBL3301627,Q99733
CHEMBL3301627,P48764
CHEMBL455186,P0DTD1
CHEMBL455186,P56560
CHEMBL455186,P21398
CHEMBL455186,Q9UBN7
CHEMBL1086440,P11308
CHEMBL1086440,P25779
CHEMBL1086440,P37840
CHEMBL1086440,O75496
CHEMBL1086440,P10636
CHEMBL1086440,P10520
CHEMBL1086440,P25094
CHEMBL1086440,A8B2U2
CHEMBL1086440,P02766
CHEMBL1086440,P07900
CHEMBL1086440,Q96KQ7
CHEMBL1086440,Q6W5P4
CHEMBL1086440,Q13148
CHEMBL1086440,P51450
CHEMBL1086440,P84022
CHEMBL1086440,Q16236
CHEMBL1086440,O94782
CHEMBL1086440,Q9UBN7
CHEMBL1086440,P43220
CHEMBL1086440,Q9F4F7
CHEMBL1086440,Q77YF9
CHEMBL1086440,P63092
CHEMBL1086440,Q9NUW8
CHEMBL1086440,P0DTD1
CHEMBL1086440,O75874
CHEMBL1086440,Q8WZA2
CHEMBL1086440,O00255
CHEMBL1086440,Q03164
CHEMBL1086440,P08659
CHEMBL1086440,Q03431
CHEMBL1086440,P06280
CHEMBL1086440,Q8IL32
CHEMBL3707313,P10276
CHEMBL3707313,P10826
CHEMBL3707313,P13631
CHEMBL2364638,O60894
CHEMBL2364638,Q16602
CHEMBL3622821,P23458
CHEMBL3622821,Q96SB4
CHEMBL3622821,O75716
CHEMBL3622821,Q13153
CHEMBL3622821,O60674
CHEMBL3622821,O96017
CHEMBL3622821,P45983
CHEMBL3622821,P06213
CHEMBL3622821,P17612
CHEMBL3622821,Q05397
CHEMBL3622821,Q16539
CHEMBL3622821,Q15375
CHEMBL3622821,P15056
CHEMBL3622821,P00519
CHEMBL3622821,P04629
CHEMBL3622821,Q09013
CHEMBL3622821,O95747
CHEMBL3622821,P45984
CHEMBL3622821,Q13557
CHEMBL3622821,Q16566
CHEMBL3622821,P07333
CHEMBL3622821,O15264
CHEMBL3622821,P22607
CHEMBL3622821,P52564
CHEMBL3622821,Q9UKI8
CHEMBL3622821,P09619
CHEMBL3622821,Q9UEE5
CHEMBL3622821,O95819
CHEMBL3622821,P22830
CHEMBL3622821,P16083
CHEMBL3622821,P29597
CHEMBL3622821,P24941
CHEMBL3622821,O15164
CHEMBL3622821,Q02750
CHEMBL3622821,P53779
CHEMBL3622821,Q04771
CHEMBL3622821,P11362
CHEMBL3622821,P08684
CHEMBL3622821,P20815
CHEMBL3622821,Q9HB55
CHEMBL3622821,P24462
CHEMBL3622821,P06239
CHEMBL3622821,Q5VT25
CHEMBL3622821,O96013
CHEMBL3622821,O14976
CHEMBL3622821,Q9UPE1
CHEMBL3622821,P19784
CHEMBL3622821,O14733
CHEMBL3622821,Q06418
CHEMBL3622821,P49841
CHEMBL3622821,Q9NSY1
CHEMBL3622821,Q00536
CHEMBL3622821,O94768
CHEMBL3622821,P33981
CHEMBL3622821,Q9P289
CHEMBL3622821,Q9BYT3
CHEMBL3622821,P48729
CHEMBL3622821,P51946
CHEMBL3622821,P50613
CHEMBL3622821,P51948
CHEMBL3622821,P51955
CHEMBL3622821,P36507
CHEMBL3622821,P45985
CHEMBL3622821,Q15418
CHEMBL3622821,P52333
CHEMBL3622821,P23458
CHEMBL3622821,P29597
CHEMBL3622821,P28482
CHEMBL3622821,O75582
CHEMBL3622821,P07332
CHEMBL3622821,Q8TD08
CHEMBL3622821,P49761
CHEMBL3622821,P49759
CHEMBL3622821,Q9H4B4
CHEMBL3622821,P34947
CHEMBL3622821,O15075
CHEMBL3622821,Q05513
CHEMBL3622821,Q14164
CHEMBL3622821,Q12851
CHEMBL3622821,P68400
CHEMBL3622821,Q02779
CHEMBL3622821,Q2M2I8
CHEMBL3622821,Q99683
CHEMBL3622821,P12931
CHEMBL3622821,O43293
CHEMBL3622821,P26927
CHEMBL3622821,P07949
CHEMBL3622821,P51813
CHEMBL3622821,P52333
CHEMBL3622821,P23458
CHEMBL3622821,O60674
CHEMBL3622821,P29597
CHEMBL3622821,Q9H4A3
CHEMBL3622821,P54764
CHEMBL3622821,P53355
CHEMBL3622821,Q13043
CHEMBL3622821,Q08345
CHEMBL3622821,P16234
CHEMBL3622821,P15735
CHEMBL3622821,Q9UM73
CHEMBL3622821,Q13554
CHEMBL3622821,P00533
CHEMBL3622821,Q00532
CHEMBL3622821,P11309
CHEMBL3622821,Q9UHD2
CHEMBL3622821,Q9H2G2
CHEMBL3622821,P49674
CHEMBL3622821,P51812
CHEMBL3622821,O75955
CHEMBL3622821,Q9Y463
CHEMBL3622821,P49840
CHEMBL3622821,Q04759
CHEMBL3622821,Q13976
CHEMBL3622821,P06241
CHEMBL3622821,P29376
CHEMBL3622821,Q16620
CHEMBL3622821,Q13464
CHEMBL3622821,P31749
CHEMBL3622821,O94804
CHEMBL3622821,P46734
CHEMBL3622821,P52333
CHEMBL3622821,P23458
CHEMBL3622821,Q99640
CHEMBL3622821,P49760
CHEMBL3622821,Q12866
CHEMBL3622821,Q6PHR2
CHEMBL3622821,P08581
CHEMBL3622821,P49137
CHEMBL3622821,Q06187
CHEMBL3622821,O75116
CHEMBL3622821,O14936
CHEMBL3622821,Q99986
CHEMBL3622821,Q13873
CHEMBL3622821,P17948
CHEMBL3622821,Q13188
CHEMBL3622821,Q14680
CHEMBL3622821,P21675
CHEMBL3622821,Q13131
CHEMBL3622821,O00444
CHEMBL3622821,Q13627
CHEMBL3622821,Q9UQM7
CHEMBL3622821,Q9UQ88
CHEMBL3622821,P54762
CHEMBL3622821,P54753
CHEMBL3622821,Q9Y243
CHEMBL3622821,P54756
CHEMBL3622821,Q92630
CHEMBL3622821,Q9P1W9
CHEMBL3622821,P35968
CHEMBL3622821,Q86V86
CHEMBL3622821,Q96NX5
CHEMBL3622821,P30291
CHEMBL3622821,Q07912
CHEMBL3622821,Q9Y6E0
CHEMBL3622821,Q8TDX7
CHEMBL3622821,P08069
CHEMBL3622821,O14965
CHEMBL3622821,Q9Y2H1
CHEMBL3622821,P29317
CHEMBL3622821,Q16288
CHEMBL3622821,Q9H2X6
CHEMBL3622821,Q8TF76
CHEMBL3622821,P55201
CHEMBL3622821,Q96RR4
CHEMBL3622821,P27448
CHEMBL3622821,Q96PY6
CHEMBL3622821,P49336
CHEMBL3622821,P24863
CHEMBL3622821,Q96L34
CHEMBL3622821,Q8IU85
CHEMBL3622821,O60885
CHEMBL3622821,P48730
CHEMBL3622821,Q96GD4
CHEMBL3622821,Q9UL54
CHEMBL3622821,Q9UEW8
CHEMBL3622821,P21802
CHEMBL3622821,O94806
CHEMBL3622821,P43405
CHEMBL3622821,O00141
CHEMBL4101807,P05177
CHEMBL4101807,P11712
CHEMBL4101807,P10635
CHEMBL4101807,Q9UBN7
CHEMBL4101807,P10632
CHEMBL4101807,P0DTD1
CHEMBL4101807,P08684
CHEMBL4101807,P69905
CHEMBL4101807,P68871
CHEMBL4101807,P33261
CHEMBL3936761,P42680
CHEMBL3936761,Q06187
CHEMBL3936761,P20813
CHEMBL3936761,P06239
CHEMBL3936761,P41240
CHEMBL3936761,P09769
CHEMBL3936761,P05177
CHEMBL3936761,P12931
CHEMBL3936761,P51813
CHEMBL3936761,Q15303
CHEMBL3936761,P11712
CHEMBL3936761,P49841
CHEMBL3936761,P10635
CHEMBL3936761,P08631
CHEMBL3936761,Q9HCN6
CHEMBL3936761,Q13882
CHEMBL3936761,P42681
CHEMBL3936761,P00519
CHEMBL3936761,P04626
CHEMBL3936761,P00533
CHEMBL3936761,O14965
CHEMBL3936761,P22607
CHEMBL3936761,P10632
CHEMBL3936761,P52333
CHEMBL3936761,P28482
CHEMBL3936761,P55201
CHEMBL3936761,Q08881
CHEMBL3936761,P07947
CHEMBL3936761,P08684
CHEMBL3936761,P06241
CHEMBL3936761,P51451
CHEMBL3936761,P07948
CHEMBL3936761,O60885
CHEMBL3936761,P48730
CHEMBL3936761,P42685
CHEMBL3936761,P24941
CHEMBL3936761,O15164
CHEMBL3936761,P33261
CHEMBL2205807,P51681
CHEMBL2205807,P0DTD1
CHEMBL2205807,Q9UBN7
CHEMBL2205807,P51685
CHEMBL2205807,P32246
CHEMBL361497,P47811
CHEMBL361497,O08911
CHEMBL361497,Q9WUI1
CHEMBL361497,Q9Z1B7
CHEMBL361497,P00519
CHEMBL361497,P21554
CHEMBL361497,Q9Y5N1
CHEMBL361497,O15439
CHEMBL361497,P35462
CHEMBL361497,P08913
CHEMBL361497,Q92847
CHEMBL361497,P22607
CHEMBL361497,Q99808
CHEMBL361497,P37288
CHEMBL361497,O43193
CHEMBL361497,P11387
CHEMBL361497,P21397
CHEMBL361497,P24941
CHEMBL361497,O15164
CHEMBL361497,P29274
CHEMBL361497,P11229
CHEMBL361497,O88351
CHEMBL361497,P81908
CHEMBL361497,O42275
CHEMBL361497,P21731
CHEMBL361497,P49841
CHEMBL361497,P06401
CHEMBL361497,P05227
CHEMBL361497,P46098
CHEMBL361497,O75469
CHEMBL361497,P08908
CHEMBL361497,P25101
CHEMBL361497,P28482
CHEMBL361497,P68371
CHEMBL361497,Q9H4B7
CHEMBL361497,P0DPH7
CHEMBL361497,P68366
CHEMBL361497,Q13509
CHEMBL361497,Q71U36
CHEMBL361497,P04350
CHEMBL361497,Q3ZCM7
CHEMBL361497,P07437
CHEMBL361497,P68363
CHEMBL361497,Q9BQE3
CHEMBL361497,Q6PEY2
CHEMBL361497,Q13885
CHEMBL361497,Q9BVA1
CHEMBL361497,Q9BUF5
CHEMBL361497,P0DMS8
CHEMBL361497,P18825
CHEMBL361497,Q92887
CHEMBL361497,P41143
CHEMBL361497,Q14432
CHEMBL361497,P25929
CHEMBL361497,P25021
CHEMBL361497,P08588
CHEMBL361497,P15207
CHEMBL361497,P18089
CHEMBL361497,P62813
CHEMBL361497,Q63921
CHEMBL361497,P41968
CHEMBL361497,Q00653
CHEMBL361497,P19838
CHEMBL361497,Q04206
CHEMBL361497,P30556
CHEMBL361497,Q9UBN7
CHEMBL361497,P08172
CHEMBL361497,P0DTD1
CHEMBL361497,P30411
CHEMBL361497,P20309
CHEMBL361497,P35372
CHEMBL361497,P31645
CHEMBL361497,O95342
CHEMBL361497,Q08499
CHEMBL361497,P30542
CHEMBL361497,P35354
CHEMBL361497,P32239
CHEMBL361497,P04150
CHEMBL361497,P28223
CHEMBL361497,P14416
CHEMBL361497,P07550
CHEMBL361497,P03372
CHEMBL361497,Q01959
CHEMBL361497,P35348
CHEMBL361497,P41595
CHEMBL361497,P35367
CHEMBL361497,P23975
CHEMBL361497,P28335
CHEMBL361497,O14965
CHEMBL361497,P35439
CHEMBL361497,P41145
CHEMBL361497,P43681
CHEMBL361497,Q60680
CHEMBL361497,P21728
CHEMBL361497,P55201
CHEMBL361497,P22002
CHEMBL361497,P30518
CHEMBL361497,P32238
CHEMBL361497,O60885
CHEMBL361497,P48730
CHEMBL361497,Q12809
CHEMBL361497,O15438
CHEMBL4204794,P09619
CHEMBL4204794,P10721
CHEMBL4204794,Q9UNQ0
CHEMBL4204794,P16234
CHEMBL4204794,P35968
CHEMBL3545313,Q9UBN7
CHEMBL3545313,P0DTD1
CHEMBL4594271,P00748
CHEMBL4594271,P03952
CHEMBL4594271,P00734
CHEMBL4594271,P00747
CHEMBL4594271,P07477
CHEMBL4594271,P07478
CHEMBL4594271,P35030
CHEMBL4594271,P00750
CHEMBL4594271,P25054
CHEMBL4594271,P00742
CHEMBL4594271,P09871
CHEMBL3188267,P55263
CHEMBL3188267,Q9HCP0
CHEMBL3188267,P23458
CHEMBL3188267,P06737
CHEMBL3188267,O95835
CHEMBL3188267,O95347
CHEMBL3188267,O00238
CHEMBL3188267,P06493
CHEMBL3188267,O75716
CHEMBL3188267,Q58FF8
CHEMBL3188267,P33991
CHEMBL3188267,Q8NI60
CHEMBL3188267,P36894
CHEMBL3188267,P51956
CHEMBL3188267,P45983
CHEMBL3188267,P06213
CHEMBL3188267,P17252
CHEMBL3188267,P54577
CHEMBL3188267,P30519
CHEMBL3188267,P17612
CHEMBL3188267,O95382
CHEMBL3188267,Q05397
CHEMBL3188267,Q15569
CHEMBL3188267,P42684
CHEMBL3188267,Q9H0K1
CHEMBL3188267,P21709
CHEMBL3188267,Q16539
CHEMBL3188267,O43683
CHEMBL3188267,P08631
CHEMBL3188267,Q15375
CHEMBL3188267,P15056
CHEMBL3188267,P00519
CHEMBL3188267,P10398
CHEMBL3188267,P04629
CHEMBL3188267,P54760
CHEMBL3188267,Q9UGJ0
CHEMBL3188267,P51159
CHEMBL3188267,Q8IVH8
CHEMBL3188267,P45984
CHEMBL3188267,Q13557
CHEMBL3188267,Q16566
CHEMBL3188267,Q15392
CHEMBL3188267,P23443
CHEMBL3188267,Q13163
CHEMBL3188267,P22612
CHEMBL3188267,Q7L2E3
CHEMBL3188267,P52564
CHEMBL3188267,P12236
CHEMBL3188267,P11216
CHEMBL3188267,Q9UHD8
CHEMBL3188267,P42285
CHEMBL3188267,P35580
CHEMBL3188267,P08240
CHEMBL3188267,Q9NSE4
CHEMBL3188267,Q96S44
CHEMBL3188267,Q9H2K8
CHEMBL3188267,P09619
CHEMBL3188267,Q14683
CHEMBL3188267,O00571
CHEMBL3188267,P18074
CHEMBL3188267,O00311
CHEMBL3188267,P07947
CHEMBL3188267,P25098
CHEMBL3188267,P62826
CHEMBL3188267,O95819
CHEMBL3188267,P22830
CHEMBL3188267,P38117
CHEMBL3188267,O14578
CHEMBL3188267,P16083
CHEMBL3188267,Q04771
CHEMBL3188267,P24941
CHEMBL3188267,Q6DT37
CHEMBL3188267,Q02750
CHEMBL3188267,P53779
CHEMBL3188267,P54619
CHEMBL3188267,P11362
CHEMBL3188267,P31751
CHEMBL3188267,Q16512
CHEMBL3188267,P30086
CHEMBL3188267,P06239
CHEMBL3188267,Q99759
CHEMBL3188267,Q92918
CHEMBL3188267,P41743
CHEMBL3188267,Q5VT25
CHEMBL3188267,Q9NU22
CHEMBL3188267,O96013
CHEMBL3188267,O14976
CHEMBL3188267,Q9P2R7
CHEMBL3188267,P36897
CHEMBL3188267,Q00534
CHEMBL3188267,Q13164
CHEMBL3188267,Q86TW2
CHEMBL3188267,P27707
CHEMBL3188267,Q13705
CHEMBL3188267,Q9Y2K2
CHEMBL3188267,P19784
CHEMBL3188267,P36888
CHEMBL3188267,P49411
CHEMBL3188267,Q9NSY1
CHEMBL3188267,P50750
CHEMBL3188267,Q00536
CHEMBL3188267,P49841
CHEMBL3188267,Q6ZSR9
CHEMBL3188267,Q9P289
CHEMBL3188267,P53671
CHEMBL3188267,O14757
CHEMBL3188267,P07741
CHEMBL3188267,Q6P5Z2
CHEMBL3188267,Q8N4C8
CHEMBL3188267,P48729
CHEMBL3188267,Q9NTK5
CHEMBL3188267,O75676
CHEMBL3188267,P43405
CHEMBL3188267,Q15746
CHEMBL3188267,Q7RTN6
CHEMBL3188267,O76039
CHEMBL3188267,Q04912
CHEMBL3188267,P36507
CHEMBL3188267,P51955
CHEMBL3188267,Q15418
CHEMBL3188267,P31689
CHEMBL3188267,P28482
CHEMBL3188267,O75582
CHEMBL3188267,P43686
CHEMBL3188267,P07332
CHEMBL3188267,Q8TD08
CHEMBL3188267,Q9Y572
CHEMBL3188267,P07948
CHEMBL3188267,Q32MK0
CHEMBL3188267,P78368
CHEMBL3188267,P49759
CHEMBL3188267,P11388
CHEMBL3188267,Q05513
CHEMBL3188267,P42680
CHEMBL3188267,Q14164
CHEMBL3188267,Q12851
CHEMBL3188267,Q92499
CHEMBL3188267,O15197
CHEMBL3188267,P11802
CHEMBL3188267,P13861
CHEMBL3188267,Q2M2I8
CHEMBL3188267,P50613
CHEMBL3188267,Q99683
CHEMBL3188267,P12931
CHEMBL3188267,Q9BQI3
CHEMBL3188267,Q9Y616
CHEMBL3188267,P07949
CHEMBL3188267,P51617
CHEMBL3188267,P48426
CHEMBL3188267,Q9H093
CHEMBL3188267,P22694
CHEMBL3188267,P05141
CHEMBL3188267,Q9UPZ9
CHEMBL3188267,P54819
CHEMBL3188267,P54764
CHEMBL3188267,Q8TD19
CHEMBL3188267,Q00537
CHEMBL3188267,Q13177
CHEMBL3188267,Q13043
CHEMBL3188267,Q6JQN1
CHEMBL3188267,P37173
CHEMBL3188267,Q08345
CHEMBL3188267,Q3MIX3
CHEMBL3188267,Q9Y4K4
CHEMBL3188267,P15735
CHEMBL3188267,P61158
CHEMBL3188267,Q13882
CHEMBL3188267,Q02880
CHEMBL3188267,P53667
CHEMBL3188267,P00533
CHEMBL3188267,Q9NQU5
CHEMBL3188267,Q9Y6M4
CHEMBL3188267,P36896
CHEMBL3188267,P12268
CHEMBL3188267,Q15831
CHEMBL3188267,Q9UBN7
CHEMBL3188267,Q9UKE5
CHEMBL3188267,P05771
CHEMBL3188267,P41250
CHEMBL3188267,Q7Z406
CHEMBL3188267,P11309
CHEMBL3188267,Q9UHD2
CHEMBL3188267,Q9BZE4
CHEMBL3188267,O00764
CHEMBL3188267,Q9H2G2
CHEMBL3188267,P49674
CHEMBL3188267,P49840
CHEMBL3188267,Q15759
CHEMBL3188267,P51812
CHEMBL3188267,P37023
CHEMBL3188267,O75460
CHEMBL3188267,Q04759
CHEMBL3188267,P29323
CHEMBL3188267,P0DTD1
CHEMBL3188267,Q13976
CHEMBL3188267,P06241
CHEMBL3188267,Q9UBE8
CHEMBL3188267,O43353
CHEMBL3188267,P04899
CHEMBL3188267,Q13464
CHEMBL3188267,Q13555
CHEMBL3188267,P31749
CHEMBL3188267,Q15208
CHEMBL3188267,Q13535
CHEMBL3188267,P42685
CHEMBL3188267,Q86XP3
CHEMBL3188267,P46734
CHEMBL3188267,Q16832
CHEMBL3188267,Q99640
CHEMBL3188267,Q14289
CHEMBL3188267,Q14004
CHEMBL3188267,O94804
CHEMBL3188267,P08581
CHEMBL3188267,Q12866
CHEMBL3188267,Q6PHR2
CHEMBL3188267,P49137
CHEMBL3188267,O75643
CHEMBL3188267,Q06187
CHEMBL3188267,P49589
CHEMBL3188267,P41240
CHEMBL3188267,Q13418
CHEMBL3188267,P27361
CHEMBL3188267,P08574
CHEMBL3188267,Q05655
CHEMBL3188267,O75116
CHEMBL3188267,Q06278
CHEMBL3188267,Q00535
CHEMBL3188267,Q9UK32
CHEMBL3188267,P49748
CHEMBL3188267,Q13873
CHEMBL3188267,Q9NYV4
CHEMBL3188267,Q76MJ5
CHEMBL3188267,Q9H0A0
CHEMBL3188267,Q16513
CHEMBL3188267,Q9NYL2
CHEMBL3188267,Q13188
CHEMBL3188267,Q14680
CHEMBL3188267,Q13131
CHEMBL3188267,O00444
CHEMBL3188267,Q13627
CHEMBL3188267,Q8IW41
CHEMBL3188267,P11274
CHEMBL3188267,Q13233
CHEMBL3188267,O15254
CHEMBL3188267,Q9Y243
CHEMBL3188267,P54753
CHEMBL3188267,P54756
CHEMBL3188267,Q709F0
CHEMBL3188267,Q9NWZ3
CHEMBL3188267,Q9P1W9
CHEMBL3188267,Q9BZL6
CHEMBL3188267,O75385
CHEMBL3188267,Q07912
CHEMBL3188267,P26196
CHEMBL3188267,Q9Y6R4
CHEMBL3188267,P30291
CHEMBL3188267,Q16584
CHEMBL3188267,Q8TDX7
CHEMBL3188267,P08069
CHEMBL3188267,O14965
CHEMBL3188267,Q9Y2U5
CHEMBL3188267,Q9H773
CHEMBL3188267,Q7KZI7
CHEMBL3188267,O60313
CHEMBL3188267,Q15067
CHEMBL3188267,Q7L7X3
CHEMBL3188267,Q5HYI8
CHEMBL3188267,P29317
CHEMBL3188267,Q9NSD9
CHEMBL3188267,P16591
CHEMBL3188267,Q13470
CHEMBL3188267,Q9Y5S2
CHEMBL3188267,P27448
CHEMBL3188267,Q96RR4
CHEMBL3188267,Q8IYD1
CHEMBL3188267,P31153
CHEMBL3188267,Q96PY6
CHEMBL3188267,Q8TBX8
CHEMBL3188267,Q96L34
CHEMBL3188267,P48730
CHEMBL3188267,Q96GD4
CHEMBL3188267,Q9UL54
CHEMBL3188267,P29597
CHEMBL3188267,O94806
CHEMBL3188267,P22234
CHEMBL3237547,P32320
CHEMBL3989949,P08684
CHEMBL3989949,P04798
CHEMBL3989949,P33260
CHEMBL3989949,P20815
CHEMBL3989949,P05177
CHEMBL3989949,P78329
CHEMBL3989949,P11712
CHEMBL3989949,P51589
CHEMBL3989949,P33261
CHEMBL3989949,P10632
CHEMBL3989949,P10635
CHEMBL3989949,Q02928
CHEMBL3989949,P20813
CHEMBL3989949,Q16678
CHEMBL3989949,P11509
CHEMBL3989949,Q9HB55
CHEMBL3989949,P05181
CHEMBL3989949,P24462
CHEMBL3989949,Q8TAV3
CHEMBL3989949,Q08477
CHEMBL3989949,Q16696
CHEMBL3989949,P98187
CHEMBL3989949,P20853
CHEMBL3989949,P24903
CHEMBL3989949,Q6VVX0
CHEMBL3989949,Q96SQ9
CHEMBL3989949,Q7Z449
CHEMBL3989949,Q5TCH4
CHEMBL3989949,P13584
CHEMBL3590187,P10275
