ChEMBL_ID,UniProt_Accession
CHEMBL1287853,Q8TD19
CHEMBL1287853,Q9Y2H9
CHEMBL1287853,P37173
CHEMBL1287853,P18089
CHEMBL1287853,P78356
CHEMBL1287853,Q9Y4K4
CHEMBL1287853,P16234
CHEMBL1287853,P62813
CHEMBL1287853,Q13554
CHEMBL1287853,O14920
CHEMBL1287853,Q9Z2V5
CHEMBL1287853,Q9NQU5
CHEMBL1287853,P36896
CHEMBL1287853,Q8NE63
CHEMBL1287853,P42345
CHEMBL1287853,Q9UHD2
CHEMBL1287853,Q86YV6
CHEMBL1287853,P49674
CHEMBL1287853,P29323
CHEMBL1287853,Q9UBE8
CHEMBL1287853,P06241
CHEMBL1287853,P29376
CHEMBL1287853,Q13464
CHEMBL1287853,Q86XP3
CHEMBL1287853,P49760
CHEMBL1287853,P49137
CHEMBL1287853,O75643
CHEMBL1287853,P27361
CHEMBL1287853,Q8WU08
CHEMBL1287853,O75116
CHEMBL1287853,Q14839
CHEMBL1287853,P17948
CHEMBL1287853,Q9NYV4
CHEMBL1287853,P30542
CHEMBL1287853,P35354
CHEMBL1287853,P14416
CHEMBL1287853,Q14680
CHEMBL1287853,Q13131
CHEMBL1287853,O00444
CHEMBL1287853,P03372
CHEMBL1287853,Q13547
CHEMBL1287853,P54753
CHEMBL1287853,O00264
CHEMBL1287853,Q709F0
CHEMBL1287853,P35367
CHEMBL1287853,P30085
CHEMBL1287853,P26196
CHEMBL1287853,Q9Y6R4
CHEMBL1287853,Q9Y6E0
CHEMBL1287853,Q16584
CHEMBL1287853,Q8TDX7
CHEMBL1287853,O14965
CHEMBL1287853,Q7KZI7
CHEMBL1287853,Q9Y5S2
CHEMBL1287853,P22002
CHEMBL1287853,Q12852
CHEMBL1287853,P48730
CHEMBL1287853,Q96GD4
CHEMBL1287853,Q8WTQ7
CHEMBL1287853,P29597
CHEMBL1287853,P43405
CHEMBL1287853,P22234
CHEMBL1287853,Q15349
CHEMBL1287853,P55263
CHEMBL1287853,P06737
CHEMBL1287853,Q8NG66
CHEMBL1287853,O95347
CHEMBL1287853,O95835
CHEMBL1287853,O00238
CHEMBL1287853,O75716
CHEMBL1287853,O60674
CHEMBL1287853,Q8NI60
CHEMBL1287853,P54577
CHEMBL1287853,Q02156
CHEMBL1287853,P17612
CHEMBL1287853,O95382
CHEMBL1287853,P30519
CHEMBL1287853,P29322
CHEMBL1287853,P35590
CHEMBL1287853,P51159
CHEMBL1287853,P10398
CHEMBL1287853,Q09013
CHEMBL1287853,O95747
CHEMBL1287853,P22612
CHEMBL1287853,Q9UKI8
CHEMBL1287853,P42285
CHEMBL1287853,O43193
CHEMBL1287853,P35580
CHEMBL1287853,P18074
CHEMBL1287853,P62826
CHEMBL1287853,Q04771
CHEMBL1287853,Q02750
CHEMBL1287853,Q6DT37
CHEMBL1287853,P61160
CHEMBL1287853,P11362
CHEMBL1287853,P11229
CHEMBL1287853,P41743
CHEMBL1287853,O96013
CHEMBL1287853,P36897
CHEMBL1287853,Q9Y2W1
CHEMBL1287853,P19784
CHEMBL1287853,Q9HC98
CHEMBL1287853,P24723
CHEMBL1287853,O14733
CHEMBL1287853,P50750
CHEMBL1287853,P42681
CHEMBL1287853,O60331
CHEMBL1287853,P51957
CHEMBL1287853,P51955
CHEMBL1287853,P28482
CHEMBL1287853,P43686
CHEMBL1287853,P07332
CHEMBL1287853,P9WI81
CHEMBL1287853,Q8TDC3
CHEMBL1287853,Q8TD08
CHEMBL1287853,P18825
CHEMBL1287853,P20340
CHEMBL1287853,P41143
CHEMBL1287853,P43403
CHEMBL1287853,Q16659
CHEMBL1287853,P42680
CHEMBL1287853,P68400
CHEMBL1287853,P25021
CHEMBL1287853,P11802
CHEMBL1287853,O43293
CHEMBL1287853,Q96D53
CHEMBL1287853,Q9NRP7
CHEMBL1287853,Q9Y616
CHEMBL1287853,P07949
CHEMBL1287853,P51617
CHEMBL1287853,P22694
CHEMBL1287853,Q9UPZ9
CHEMBL1287853,Q13177
CHEMBL1287853,Q02880
CHEMBL1287853,Q13882
CHEMBL1287853,P61158
CHEMBL1287853,Q63921
CHEMBL1287853,Q15831
CHEMBL1287853,P30556
CHEMBL1287853,Q9Y6M4
CHEMBL1287853,P12268
CHEMBL1287853,P04049
CHEMBL1287853,Q9UKE5
CHEMBL1287853,P05771
CHEMBL1287853,P41250
CHEMBL1287853,Q00532
CHEMBL1287853,Q86UX6
CHEMBL1287853,Q9H2G2
CHEMBL1287853,O00764
CHEMBL1287853,P78362
CHEMBL1287853,O00329
CHEMBL1287853,P37023
CHEMBL1287853,O75460
CHEMBL1287853,P08172
CHEMBL1287853,P08922
CHEMBL1287853,Q13976
CHEMBL1287853,Q15835
CHEMBL1287853,P20309
CHEMBL1287853,Q16620
CHEMBL1287853,O94804
CHEMBL1287853,P42685
CHEMBL1287853,Q14289
CHEMBL1287853,P31645
CHEMBL1287853,Q99640
CHEMBL1287853,Q14004
CHEMBL1287853,Q6PHR2
CHEMBL1287853,P41240
CHEMBL1287853,Q13418
CHEMBL1287853,Q59H18
CHEMBL1287853,Q00535
CHEMBL1287853,Q9BXA7
CHEMBL1287853,P49748
CHEMBL1287853,Q76MJ5
CHEMBL1287853,P48736
CHEMBL1287853,P28223
CHEMBL1287853,Q13188
CHEMBL1287853,P49336
CHEMBL1287853,Q13627
CHEMBL1287853,Q8N568
CHEMBL1287853,Q13233
CHEMBL1287853,P54756
CHEMBL1287853,Q92630
CHEMBL1287853,Q9P1W9
CHEMBL1287853,Q9NWZ3
CHEMBL1287853,Q9BZL6
CHEMBL1287853,Q96NX5
CHEMBL1287853,Q07912
CHEMBL1287853,P30291
CHEMBL1287853,P35439
CHEMBL1287853,O60313
CHEMBL1287853,P43681
CHEMBL1287853,Q15067
CHEMBL1287853,P29317
CHEMBL1287853,P16591
CHEMBL1287853,Q15139
CHEMBL1287853,Q13470
CHEMBL1287853,Q58F21
CHEMBL1287853,Q8IYD1
CHEMBL1287853,Q8WXR4
CHEMBL1287853,P21127
CHEMBL1287853,Q9UEW8
CHEMBL1287853,Q58FF8
CHEMBL1287853,P33991
CHEMBL1287853,P53350
CHEMBL1287853,Q15303
CHEMBL1287853,P42684
CHEMBL1287853,Q9NRM7
CHEMBL1287853,Q15375
CHEMBL1287853,Q5S007
CHEMBL1287853,P00519
CHEMBL1287853,P62344
CHEMBL1287853,P04626
CHEMBL1287853,P45984
CHEMBL1287853,Q9Y5N1
CHEMBL1287853,Q13557
CHEMBL1287853,Q16566
CHEMBL1287853,P21860
CHEMBL1287853,P07333
CHEMBL1287853,Q15392
CHEMBL1287853,Q13163
CHEMBL1287853,P10721
CHEMBL1287853,P35462
CHEMBL1287853,P08913
CHEMBL1287853,Q9BRS2
CHEMBL1287853,P11216
CHEMBL1287853,O43283
CHEMBL1287853,P08240
CHEMBL1287853,Q9P286
CHEMBL1287853,P30530
CHEMBL1287853,O00571
CHEMBL1287853,Q08881
CHEMBL1287853,Q9BX84
CHEMBL1287853,P21397
CHEMBL1287853,O14578
CHEMBL1287853,P32298
CHEMBL1287853,P54619
CHEMBL1287853,P31751
CHEMBL1287853,Q16512
CHEMBL1287853,P29274
CHEMBL1287853,Q92918
CHEMBL1287853,Q99759
CHEMBL1287853,P06239
CHEMBL1287853,Q5VT25
CHEMBL1287853,P61026
CHEMBL1287853,Q00534
CHEMBL1287853,P36888
CHEMBL1287853,P49411
CHEMBL1287853,P57078
CHEMBL1287853,P06401
CHEMBL1287853,Q00536
CHEMBL1287853,P22455
CHEMBL1287853,P53671
CHEMBL1287853,P07741
CHEMBL1287853,Q8N4C8
CHEMBL1287853,P46098
CHEMBL1287853,O75469
CHEMBL1287853,O76039
CHEMBL1287853,P14616
CHEMBL1287853,Q86UE8
CHEMBL1287853,P0DMS8
CHEMBL1287853,P07948
CHEMBL1287853,O15530
CHEMBL1287853,Q9H4B4
CHEMBL1287853,P80192
CHEMBL1287853,Q8NEV4
CHEMBL1287853,P57058
CHEMBL1287853,P11388
CHEMBL1287853,Q02779
CHEMBL1287853,Q8IWQ3
CHEMBL1287853,Q13546
CHEMBL1287853,P13861
CHEMBL1287853,Q9H3Y6
CHEMBL1287853,P50613
CHEMBL1287853,Q9BQI3
CHEMBL1287853,Q9H1R3
CHEMBL1287853,P52333
CHEMBL1287853,P23458
CHEMBL1287853,O60674
CHEMBL1287853,P29597
CHEMBL1287853,Q8IYT8
CHEMBL1287853,Q52WX2
CHEMBL1287853,P53355
CHEMBL1287853,Q86Y07
CHEMBL1287853,Q6JQN1
CHEMBL1287853,P57059
CHEMBL1287853,P00533
CHEMBL1287853,Q6ZN16
CHEMBL1287853,O00750
CHEMBL1287853,Q7Z406
CHEMBL1287853,P11309
CHEMBL1287853,Q9Y463
CHEMBL1287853,Q15759
CHEMBL1287853,Q9NRH2
CHEMBL1287853,P0DTD1
CHEMBL1287853,Q16816
CHEMBL1287853,P30411
CHEMBL1287853,Q13555
CHEMBL1287853,P46734
CHEMBL1287853,Q06187
CHEMBL1287853,O60841
CHEMBL1287853,Q05655
CHEMBL1287853,Q8N5S9
CHEMBL1287853,Q9UK32
CHEMBL1287853,Q13873
CHEMBL1287853,Q16513
CHEMBL1287853,Q9BUB5
CHEMBL1287853,Q8IW41
CHEMBL1287853,P27037
CHEMBL1287853,P35348
CHEMBL1287853,Q8IVW4
CHEMBL1287853,Q9Y243
CHEMBL1287853,P35968
CHEMBL1287853,Q86V86
CHEMBL1287853,P08069
CHEMBL1287853,Q9H773
CHEMBL1287853,Q7L7X3
CHEMBL1287853,P21728
CHEMBL1287853,Q5HYI8
CHEMBL1287853,Q96RR4
CHEMBL1287853,Q9P0L2
CHEMBL1287853,P31152
CHEMBL1287853,Q8IU85
CHEMBL1287853,O60885
CHEMBL1287853,Q12809
CHEMBL1287853,P21802
CHEMBL1287853,O94806
CHEMBL1287853,Q9BVS4
CHEMBL1287853,P0C264
CHEMBL1287853,Q00526
CHEMBL1287853,Q96SB4
CHEMBL1287853,Q13153
CHEMBL1287853,Q9UIK4
CHEMBL1287853,Q9HBH9
CHEMBL1287853,Q13237
CHEMBL1287853,P51956
CHEMBL1287853,P45983
CHEMBL1287853,Q9UBF8
CHEMBL1287853,Q05397
CHEMBL1287853,Q15569
CHEMBL1287853,Q9H0K1
CHEMBL1287853,Q16539
CHEMBL1287853,P04629
CHEMBL1287853,Q9UF33
CHEMBL1287853,P54760
CHEMBL1287853,Q8IVH8
CHEMBL1287853,P23443
CHEMBL1287853,P35916
CHEMBL1287853,Q92847
CHEMBL1287853,P22607
CHEMBL1287853,P52564
CHEMBL1287853,Q9UHD8
CHEMBL1287853,O00311
CHEMBL1287853,Q9UEE5
CHEMBL1287853,P07947
CHEMBL1287853,P51451
CHEMBL1287853,P38117
CHEMBL1287853,P16083
CHEMBL1287853,Q14524
CHEMBL1287853,Q56UN5
CHEMBL1287853,Q96BR1
CHEMBL1287853,O60285
CHEMBL1287853,P30086
CHEMBL1287853,O14976
CHEMBL1287853,Q13164
CHEMBL1287853,Q86TW2
CHEMBL1287853,P27707
CHEMBL1287853,Q9Y2K2
CHEMBL1287853,Q13705
CHEMBL1287853,Q01813
CHEMBL1287853,O14730
CHEMBL1287853,P49841
CHEMBL1287853,Q9NSY1
CHEMBL1287853,Q9UQB9
CHEMBL1287853,Q9C098
CHEMBL1287853,O75676
CHEMBL1287853,P48729
CHEMBL1287853,Q9NTK5
CHEMBL1287853,P08908
CHEMBL1287853,Q15746
CHEMBL1287853,P36507
CHEMBL1287853,P19525
CHEMBL1287853,Q9Y572
CHEMBL1287853,P29320
CHEMBL1287853,Q13523
CHEMBL1287853,O15075
CHEMBL1287853,Q8TDR2
CHEMBL1287853,O15197
CHEMBL1287853,Q8NFD2
CHEMBL1287853,Q2M2I8
CHEMBL1287853,Q99683
CHEMBL1287853,P80370
CHEMBL1287853,P51813
CHEMBL1287853,Q9H093
CHEMBL1287853,P54819
CHEMBL1287853,P42679
CHEMBL1287853,P54764
CHEMBL1287853,Q00537
CHEMBL1287853,Q13043
CHEMBL1287853,Q08345
CHEMBL1287853,P15735
CHEMBL1287853,Q9UM73
CHEMBL1287853,P54646
CHEMBL1287853,Q9P0J0
CHEMBL1287853,P41968
CHEMBL1287853,P53667
CHEMBL1287853,Q9UBN7
CHEMBL1287853,O75914
CHEMBL1287853,P49585
CHEMBL1287853,Q9BZE4
CHEMBL1287853,O94921
CHEMBL1287853,P49840
CHEMBL1287853,P51812
CHEMBL1287853,Q04759
CHEMBL1287853,O00506
CHEMBL1287853,O43353
CHEMBL1287853,Q15208
CHEMBL1287853,P31749
CHEMBL1287853,Q13535
CHEMBL1287853,Q16832
CHEMBL1287853,P35372
CHEMBL1287853,Q12866
CHEMBL1287853,P08581
CHEMBL1287853,P49589
CHEMBL1287853,P08574
CHEMBL1287853,Q08499
CHEMBL1287853,O14936
CHEMBL1287853,Q9H0A0
CHEMBL1287853,Q9NYL2
CHEMBL1287853,P32239
CHEMBL1287853,P04150
CHEMBL1287853,Q9H422
CHEMBL1287853,P07550
CHEMBL1287853,Q86Z02
CHEMBL1287853,Q9UQM7
CHEMBL1287853,Q6XUX3
CHEMBL1287853,P11274
CHEMBL1287853,Q01959
CHEMBL1287853,Q9UQ88
CHEMBL1287853,O43318
CHEMBL1287853,P54762
CHEMBL1287853,O15254
CHEMBL1287853,P41595
CHEMBL1287853,O75385
CHEMBL1287853,P23975
CHEMBL1287853,P28335
CHEMBL1287853,Q9Y2U5
CHEMBL1287853,Q9NYY3
CHEMBL1287853,P41145
CHEMBL1287853,Q9Y2H1
CHEMBL1287853,Q16288
CHEMBL1287853,Q9NSD9
CHEMBL1287853,Q9H2X6
CHEMBL1287853,P27448
CHEMBL1287853,P31153
CHEMBL1287853,P30518
CHEMBL1287853,Q96PY6
CHEMBL1287853,Q8TBX8
CHEMBL1287853,Q02763
CHEMBL1287853,Q96L34
CHEMBL1287853,P32238
CHEMBL1287853,Q9UL54
CHEMBL1287853,O15146
CHEMBL3291398,P08684
CHEMBL3291398,P11712
CHEMBL3291398,P05177
CHEMBL3291398,P10635
CHEMBL3291398,P33261
CHEMBL2111097,P00734
CHEMBL2111097,P10275
CHEMBL2111097,P22303
CHEMBL2111097,P03372
CHEMBL2111097,Q01959
CHEMBL2111097,P21731
CHEMBL2111097,P06401
CHEMBL2111097,P35348
CHEMBL2111097,P27815
CHEMBL2111097,P41595
CHEMBL2111097,P14867
CHEMBL2111097,P47870
CHEMBL2111097,P18507
CHEMBL2111097,P47869
CHEMBL2111097,P35968
CHEMBL2111097,P23975
CHEMBL2111097,P08908
CHEMBL2111097,Q9Y5N1
CHEMBL2111097,P35462
CHEMBL2111097,P08913
CHEMBL2111097,P23219
CHEMBL2111097,P21728
CHEMBL2111097,P08172
CHEMBL2111097,P0DMS8
CHEMBL2111097,P21397
CHEMBL2111097,Q12809
CHEMBL2111097,P31645
CHEMBL2111097,P35372
CHEMBL2111097,Q14432
CHEMBL2111097,P11229
CHEMBL3306803,Q9UBN7
CHEMBL3306803,P14416
CHEMBL3306803,P31645
CHEMBL3306803,P28223
CHEMBL3233142,P28223
CHEMBL3233142,P28335
CHEMBL3233142,P28223
CHEMBL3233142,P14416
CHEMBL3233142,P35348
CHEMBL3233142,P61169
CHEMBL3233142,P35368
CHEMBL3233142,P35367
CHEMBL3233142,P21917
CHEMBL3233142,P28335
CHEMBL3233142,P08908
CHEMBL3233142,P21728
CHEMBL3233142,P0DTD1
CHEMBL3233142,P31645
CHEMBL3137308,P0DTD1
CHEMBL3137308,P23458
CHEMBL3137308,O60674
CHEMBL3137308,P29597
CHEMBL3137308,P52333
CHEMBL3813873,Q9HCP0
CHEMBL3813873,P23458
CHEMBL3813873,P06493
CHEMBL3813873,P36894
CHEMBL3813873,P17252
CHEMBL3813873,P06213
CHEMBL3813873,P21709
CHEMBL3813873,P08631
CHEMBL3813873,P15056
CHEMBL3813873,Q9UGJ0
CHEMBL3813873,P12236
CHEMBL3813873,Q7L2E3
CHEMBL3813873,Q96S44
CHEMBL3813873,Q9H2K8
CHEMBL3813873,P09619
CHEMBL3813873,Q14683
CHEMBL3813873,P25098
CHEMBL3813873,O95819
CHEMBL3813873,P22830
CHEMBL3813873,P24941
CHEMBL3813873,P53779
CHEMBL3813873,Q9NU22
CHEMBL3813873,Q9P2R7
CHEMBL3813873,P21731
CHEMBL3813873,Q9HAZ1
CHEMBL3813873,Q6ZSR9
CHEMBL3813873,P33981
CHEMBL3813873,Q9P289
CHEMBL3813873,O14757
CHEMBL3813873,Q7RTN6
CHEMBL3813873,Q04912
CHEMBL3813873,Q15418
CHEMBL3813873,P31689
CHEMBL3813873,O75582
CHEMBL3813873,Q32MK0
CHEMBL3813873,P78368
CHEMBL3813873,P49759
CHEMBL3813873,Q14432
CHEMBL3813873,Q14164
CHEMBL3813873,Q12851
CHEMBL3813873,Q92499
CHEMBL3813873,P12931
CHEMBL3813873,P48426
CHEMBL3813873,P05141
CHEMBL3813873,Q8TD19
CHEMBL3813873,P37173
CHEMBL3813873,Q9Y4K4
CHEMBL3813873,P62813
CHEMBL3813873,P16234
CHEMBL3813873,P43250
CHEMBL3813873,P36896
CHEMBL3813873,P23219
CHEMBL3813873,Q9UHD2
CHEMBL3813873,P49674
CHEMBL3813873,P09581
CHEMBL3813873,P29323
CHEMBL3813873,P06241
CHEMBL3813873,Q9UBE8
CHEMBL3813873,Q13464
CHEMBL3813873,Q86XP3
CHEMBL3813873,P49760
CHEMBL3813873,P49137
CHEMBL3813873,O75643
CHEMBL3813873,P27361
CHEMBL3813873,O75116
CHEMBL3813873,Q14839
CHEMBL3813873,Q9NYV4
CHEMBL3813873,P30542
CHEMBL3813873,Q14680
CHEMBL3813873,Q13131
CHEMBL3813873,O00444
CHEMBL3813873,P03372
CHEMBL3813873,P54753
CHEMBL3813873,O00264
CHEMBL3813873,Q709F0
CHEMBL3813873,P26196
CHEMBL3813873,Q9Y6R4
CHEMBL3813873,Q9Y6E0
CHEMBL3813873,Q16584
CHEMBL3813873,O14965
CHEMBL3813873,Q7KZI7
CHEMBL3813873,Q9Y5S2
CHEMBL3813873,P48730
CHEMBL3813873,Q96GD4
CHEMBL3813873,P29597
CHEMBL3813873,P43405
CHEMBL3813873,P22234
CHEMBL3813873,P55263
CHEMBL3813873,P06737
CHEMBL3813873,O95347
CHEMBL3813873,O95835
CHEMBL3813873,O00238
CHEMBL3813873,O75716
CHEMBL3813873,Q8NI60
CHEMBL3813873,P10275
CHEMBL3813873,P54577
CHEMBL3813873,P30519
CHEMBL3813873,P17612
CHEMBL3813873,Q9ULC5
CHEMBL3813873,O95382
CHEMBL3813873,O43683
CHEMBL3813873,P51159
CHEMBL3813873,P10398
CHEMBL3813873,P22612
CHEMBL3813873,P42285
CHEMBL3813873,P35580
CHEMBL3813873,P18074
CHEMBL3813873,P62826
CHEMBL3813873,Q04771
CHEMBL3813873,O15164
CHEMBL3813873,Q6DT37
CHEMBL3813873,P61160
CHEMBL3813873,Q02750
CHEMBL3813873,P11362
CHEMBL3813873,P11229
CHEMBL3813873,P41743
CHEMBL3813873,O96013
CHEMBL3813873,P36897
CHEMBL3813873,P19784
CHEMBL3813873,P50750
CHEMBL3813873,P51955
CHEMBL3813873,P28482
CHEMBL3813873,P43686
CHEMBL3813873,P07332
CHEMBL3813873,Q8TD08
CHEMBL3813873,Q96RG2
CHEMBL3813873,P20340
CHEMBL3813873,P42680
CHEMBL3813873,P11802
CHEMBL3813873,Q9Y616
CHEMBL3813873,P07949
CHEMBL3813873,P51617
CHEMBL3813873,P22694
CHEMBL3813873,Q9UPZ9
CHEMBL3813873,Q02880
CHEMBL3813873,P61158
CHEMBL3813873,Q13882
CHEMBL3813873,Q15831
CHEMBL3813873,Q9Y6M4
CHEMBL3813873,P12268
CHEMBL3813873,Q9UKE5
CHEMBL3813873,P05771
CHEMBL3813873,P41250
CHEMBL3813873,O00764
CHEMBL3813873,Q9H2G2
CHEMBL3813873,O75460
CHEMBL3813873,P08172
CHEMBL3813873,Q13976
CHEMBL3813873,O94804
CHEMBL3813873,P42685
CHEMBL3813873,Q14289
CHEMBL3813873,P31645
CHEMBL3813873,Q99640
CHEMBL3813873,Q14004
CHEMBL3813873,Q6PHR2
CHEMBL3813873,P41240
CHEMBL3813873,Q13418
CHEMBL3813873,Q00535
CHEMBL3813873,P49748
CHEMBL3813873,Q76MJ5
CHEMBL3813873,Q13188
CHEMBL3813873,P22303
CHEMBL3813873,Q13627
CHEMBL3813873,Q13233
CHEMBL3813873,P54756
CHEMBL3813873,Q9NWZ3
CHEMBL3813873,Q9P1W9
CHEMBL3813873,Q9BZL6
CHEMBL3813873,Q07912
CHEMBL3813873,P30291
CHEMBL3813873,O60313
CHEMBL3813873,Q15067
CHEMBL3813873,P29317
CHEMBL3813873,P16591
CHEMBL3813873,Q13470
CHEMBL3813873,Q58FF8
CHEMBL3813873,P33991
CHEMBL3813873,P42684
CHEMBL3813873,P27815
CHEMBL3813873,Q15375
CHEMBL3813873,P14867
CHEMBL3813873,P47870
CHEMBL3813873,P18507
CHEMBL3813873,P47869
CHEMBL3813873,P00519
CHEMBL3813873,P45984
CHEMBL3813873,Q9Y5N1
CHEMBL3813873,Q13557
CHEMBL3813873,Q16566
CHEMBL3813873,Q15392
CHEMBL3813873,P07333
CHEMBL3813873,P35462
CHEMBL3813873,Q13163
CHEMBL3813873,P10721
CHEMBL3813873,P08913
CHEMBL3813873,P11216
CHEMBL3813873,P08240
CHEMBL3813873,O00571
CHEMBL3813873,P21397
CHEMBL3813873,O14578
CHEMBL3813873,P54619
CHEMBL3813873,P31751
CHEMBL3813873,Q16512
CHEMBL3813873,P06239
CHEMBL3813873,Q99759
CHEMBL3813873,Q92918
CHEMBL3813873,Q5VT25
CHEMBL3813873,P61026
CHEMBL3813873,Q00534
CHEMBL3813873,P36888
CHEMBL3813873,P49411
CHEMBL3813873,P06401
CHEMBL3813873,Q00536
CHEMBL3813873,P53671
CHEMBL3813873,P0DMS8
CHEMBL3813873,P07948
CHEMBL3813873,P11388
CHEMBL3813873,P13861
CHEMBL3813873,P50613
CHEMBL3813873,Q9BQI3
CHEMBL3813873,Q6JQN1
CHEMBL3813873,P00533
CHEMBL3813873,P11309
CHEMBL3813873,Q15759
CHEMBL3813873,P0DTD1
CHEMBL3813873,P04899
CHEMBL3813873,Q13555
CHEMBL3813873,P46734
CHEMBL3813873,Q06187
CHEMBL3813873,Q05655
CHEMBL3813873,P00734
CHEMBL3813873,Q9UK32
CHEMBL3813873,Q13873
CHEMBL3813873,Q16513
CHEMBL3813873,Q8IW41
CHEMBL3813873,P35348
CHEMBL3813873,Q9Y243
CHEMBL3813873,P35968
CHEMBL3813873,P08069
CHEMBL3813873,Q9H773
CHEMBL3813873,Q7L7X3
CHEMBL3813873,P21728
CHEMBL3813873,Q5HYI8
CHEMBL3813873,Q96RR4
CHEMBL3813873,Q12809
CHEMBL3813873,O60885
CHEMBL3813873,O94806
CHEMBL3813873,Q00526
CHEMBL3813873,P51956
CHEMBL3813873,P45983
CHEMBL3813873,Q05397
CHEMBL3813873,Q15569
CHEMBL3813873,Q9H0K1
CHEMBL3813873,Q16539
CHEMBL3813873,P04629
CHEMBL3813873,P54760
CHEMBL3813873,Q8IVH8
CHEMBL3813873,P23443
CHEMBL3813873,P22607
CHEMBL3813873,P52564
CHEMBL3813873,Q9UHD8
CHEMBL3813873,O00311
CHEMBL3813873,P07947
CHEMBL3813873,P16083
CHEMBL3813873,O14976
CHEMBL3813873,Q13164
CHEMBL3813873,Q86TW2
CHEMBL3813873,P27707
CHEMBL3813873,Q13705
CHEMBL3813873,Q9Y2K2
CHEMBL3813873,Q16644
CHEMBL3813873,Q9NSY1
CHEMBL3813873,P49841
CHEMBL3813873,P48729
CHEMBL3813873,O75676
CHEMBL3813873,P08908
CHEMBL3813873,Q15746
CHEMBL3813873,P36507
CHEMBL3813873,Q9Y572
CHEMBL3813873,O15197
CHEMBL3813873,Q2M2I8
CHEMBL3813873,Q99683
CHEMBL3813873,Q9H093
CHEMBL3813873,P54819
CHEMBL3813873,P54764
CHEMBL3813873,Q00537
CHEMBL3813873,Q13043
CHEMBL3813873,Q08345
CHEMBL3813873,P15735
CHEMBL3813873,Q9UM73
CHEMBL3813873,Q9P0J0
CHEMBL3813873,P53667
CHEMBL3813873,Q9UBN7
CHEMBL3813873,Q9BZE4
CHEMBL3813873,P49840
CHEMBL3813873,P51812
CHEMBL3813873,Q04759
CHEMBL3813873,O43353
CHEMBL3813873,P31749
CHEMBL3813873,Q16832
CHEMBL3813873,P35372
CHEMBL3813873,Q12866
CHEMBL3813873,P08581
CHEMBL3813873,P49589
CHEMBL3813873,P08574
CHEMBL3813873,Q9H0A0
CHEMBL3813873,Q9NYL2
CHEMBL3813873,P11274
CHEMBL3813873,Q01959
CHEMBL3813873,O15254
CHEMBL3813873,P41595
CHEMBL3813873,O75385
CHEMBL3813873,P23975
CHEMBL3813873,Q9Y2U5
CHEMBL3813873,Q9Y2H1
CHEMBL3813873,Q9NSD9
CHEMBL3813873,P27448
CHEMBL3813873,P55201
CHEMBL3813873,Q96PY6
CHEMBL3813873,Q8TBX8
CHEMBL3813873,Q96L34
CHEMBL3813873,Q9UL54
CHEMBL462605,Q60492
CHEMBL462605,P25929
CHEMBL462605,Q08499
CHEMBL462605,Q9H3N8
CHEMBL462605,P25021
CHEMBL462605,P08588
CHEMBL462605,P30542
CHEMBL462605,P35354
CHEMBL462605,P81908
CHEMBL462605,O42275
CHEMBL462605,P32239
CHEMBL462605,P04150
CHEMBL462605,P28223
CHEMBL462605,P14416
CHEMBL462605,P15207
CHEMBL462605,P07550
CHEMBL462605,Q5U3Y7
CHEMBL462605,P21731
CHEMBL462605,Q01959
CHEMBL462605,P03372
CHEMBL462605,Q9QYN8
CHEMBL462605,P35348
CHEMBL462605,P06401
CHEMBL462605,P18089
CHEMBL462605,P62813
CHEMBL462605,P41595
CHEMBL462605,P35367
CHEMBL462605,Q63921
CHEMBL462605,P41968
CHEMBL462605,P21554
CHEMBL462605,P30556
CHEMBL462605,P46098
CHEMBL462605,Q9Y5N1
CHEMBL462605,P28335
CHEMBL462605,P23975
CHEMBL462605,Q9UBN7
CHEMBL462605,P35439
CHEMBL462605,O75469
CHEMBL462605,P35462
CHEMBL462605,P08908
CHEMBL462605,P41145
CHEMBL462605,P08684
CHEMBL462605,P04798
CHEMBL462605,P33260
CHEMBL462605,P20815
CHEMBL462605,P05177
CHEMBL462605,P78329
CHEMBL462605,P11712
CHEMBL462605,P51589
CHEMBL462605,P33261
CHEMBL462605,P10632
CHEMBL462605,P10635
CHEMBL462605,Q02928
CHEMBL462605,P20813
CHEMBL462605,Q16678
CHEMBL462605,P11509
CHEMBL462605,Q9HB55
CHEMBL462605,P05181
CHEMBL462605,P24462
CHEMBL462605,Q8TAV3
CHEMBL462605,Q08477
CHEMBL462605,Q16696
CHEMBL462605,P98187
CHEMBL462605,P20853
CHEMBL462605,P24903
CHEMBL462605,Q6VVX0
CHEMBL462605,Q96SQ9
CHEMBL462605,Q7Z449
CHEMBL462605,Q5TCH4
CHEMBL462605,P13584
CHEMBL462605,P43681
CHEMBL462605,Q92847
CHEMBL462605,P21728
CHEMBL462605,P37288
CHEMBL462605,O43193
CHEMBL462605,P25101
CHEMBL462605,P08172
CHEMBL462605,Q14432
CHEMBL462605,Q13936
CHEMBL462605,P30518
CHEMBL462605,P58406
CHEMBL462605,P21397
CHEMBL462605,Q9JI35
CHEMBL462605,P0DMS8
CHEMBL462605,Q12809
CHEMBL462605,P20309
CHEMBL462605,P18825
CHEMBL462605,P30411
CHEMBL462605,P32238
CHEMBL462605,P27338
CHEMBL462605,Q14524
CHEMBL462605,P35372
